id_annotation	id_annotator	caption	url	Meta	True	Action	Subjective	Story	Irrelevant	Other	Comment	When	How	Where	Identification	source	image_id
4202	1	the trick to a successful event ... food !	http://www.hostingireland.news/wp-content/uploads/2013/12/D13975-0013.jpg	1	0	0	1	1	0	0		0	1	0	0	None	qrkiqnrnnt.jpg
4203	1	antibiotics , cells and bacteria under a microscope .	https://thumb1.shutterstock.com/display_pic_with_logo/905917/213080707/stock-vector-antibiotics-cells-and-bacteria-under-a-microscope-vector-illustration-213080707.jpg	1	0	0	0	1	0	0		0	1	1	0	None	hszqnurlau.jpg
4204	1	autumn leaves covering and forest floor with a mossy tree lying broken on the ground .	https://ak8.picdn.net/shutterstock/videos/5583908/thumb/1.jpg	1	1	0	0	0	0	0		0	1	0	0	None	oejvoecqdd.jpg
4205	1	christmas with love - a woman and man wearing a hat on red background	https://thumb1.shutterstock.com/display_pic_with_logo/166457072/514318504/stock-vector-christmas-with-love-a-woman-and-man-wearing-a-santa-claus-hat-on-red-background-vector-514318504.jpg	0	1	0	0	0	0	1	text	0	0	0	0	None	mourpsztis.jpg
4206	1	who benefits from a giant digital clock ?	https://cdn.shopify.com/s/files/1/1047/6754/articles/black_1024x1024.jpg?v=1510805304	0	1	0	0	1	0	1	text? 	0	0	0	0	None	uzfwspsnky.jpg
4207	1	scientist working at the laboratory , close - up	https://ak0.picdn.net/shutterstock/videos/19368700/thumb/12.jpg?i10c=img.resize(height:160)	1	1	1	0	0	0	0		0	1	1	0	None	eiqisveqpq.jpg
4208	1	small baby girl is given her first solid food on a spoon and is unsure about the process	http://l7.alamy.com/zooms/db6951aaa69e44c99d5e0891d828f584/small-baby-girl-is-given-her-first-solid-food-on-a-spoon-and-is-unsure-eey5m3.jpg	0	1	0	1	1	0	0		0	0	0	0	None	zuvmrrolkd.jpg
4209	1	celebrity presents a bronze medal to an athlete during published work	http://l7.alamy.com/zooms/3f7db75273964ffabe1958aa896844f8/prince-harry-presents-a-bronze-medal-to-an-athlete-from-the-united-h4fn8r.jpg	1	1	1	0	0	0	0		1	0	0	0	None	vxxsleglwt.jpg
4210	1	aviator addresses persons at a rally .	http://l7.alamy.com/zooms/c2548cec7d1e4b22ae831387469a1213/charles-lindbergh-addresses-3000-persons-at-an-america-first-rally-e1cwj8.jpg	1	1	1	0	0	0	0		0	1	0	0	None	dzszikjcdp.jpg
4211	1	reflections on a rice field	https://drscdn.500px.org/photo/28504061/m%3D900_s%3D1_k%3D1_a%3D1/v2?webp=true&v=1&sig=1e811e33979c34cc03d9184ec841176cc2d2023336ed22f1b64c23b2623aebd5	1	1	0	0	0	0	0		0	1	0	0	None	xzohsmqfyr.jpg
4212	1	loving couple embrace on a beach	https://ak4.picdn.net/shutterstock/videos/6834874/thumb/1.jpg	1	1	1	0	0	0	0		0	1	0	0	None	ihjraptybh.jpg
4213	1	the car on the winter road	https://image.shutterstock.com/z/stock-photo-the-car-on-the-winter-road-535102969.jpg	1	1	0	0	0	0	0		1	1	0	0	None	rdsgvignqn.jpg
4214	1	idle in tall grass as the last soldiers	http://l7.alamy.com/zooms/e081a2b4bae6408ba321b7e953c2ae0b/uh-60-blackhawk-helicopters-idle-in-tall-grass-as-the-last-soldiers-hehx7y.jpg	0	1	0	0	1	0	1	caption partially complete	0	0	0	0	None	aobjxvrgzb.jpg
4215	1	typical living room from the 1970s / 1980s	http://l7.alamy.com/zooms/bad61407584b45a08a623c9e5b149f16/typical-polish-living-room-from-the-1970s1980s-in-the-european-solidarity-he6rkp.jpg	1	0	0	0	1	0	0		0	1	0	0	None	vzorgdgbvq.jpg
4216	1	walking on the red rock !	https://i.pinimg.com/736x/c6/6e/65/c66e659e4f8feed47066f5ca57b7fb6d--walking.jpg	1	1	1	0	1	0	0		0	1	0	0	None	vznffrdwry.jpg
4217	1	person screen printed cushions , side on showing all prints featured	https://static1.squarespace.com/static/53db7eb9e4b093eed4b78bbc/t/58123d002e69cf6021658762/1477591381638/	0	1	0	0	0	0	0		0	0	0	0	None	fnycouvytl.jpg
4218	1	person plays the ball at international football match	http://l7.alamy.com/zooms/de7bd0e7be84433e942feb44b1756766/north-korean-professional-un-ju-kim-plays-the-ball-at-the-womens-international-dam59b.jpg	1	1	1	0	0	0	0		1	1	0	0	None	huuonkqubh.jpg
4219	1	hand drawn watercolor background with illustration of a pretty girl in sketch style .	https://thumb7.shutterstock.com/display_pic_with_logo/524620/146191325/stock-vector-hand-drawn-watercolor-background-with-illustration-of-a-pretty-girl-in-sketch-style-vector-146191325.jpg	0	1	0	1	0	0	0		0	0	0	0	None	gcphfqrzcw.jpg
4220	1	person is the newest officer .	http://s3.amazonaws.com/ogden_images/www.fairmontsentinel.com/images/2017/06/25201934/Jason-Christenson-A-1100x732.jpg	0	0	0	0	1	0	0		0	0	0	0	None	xcxiihxyna.jpg
4221	1	lovers on a date in sunset , holding hands	https://ak1.picdn.net/shutterstock/videos/26091731/thumb/6.jpg	1	1	1	0	0	0	0		1	0	0	0	None	nspwkqnzux.jpg
4222	1	a time lapsed with the sun setting behind a tall building as part of the city skyline	https://ak6.picdn.net/shutterstock/videos/2253526/thumb/1.jpg?i10c=img.resize(height:160)	1	1	0	0	0	0	0		1	1	1	0	None	rpujruzqnx.jpg
4223	1	family sitting outdoors by a fire	https://media.gettyimages.com/photos/family-sitting-outdoors-by-a-fire-picture-id645382797?s=612x612	1	1	1	0	0	0	0		0	1	0	0	None	odiveqzhow.jpg
4224	1	exterior shot of the country house where lived surrounded by grass and trees	http://housebeautiful.cdnds.net/17/03/980x490/landscape-1484917035-cotchford-farm-017lores.jpg	1	1	0	0	0	0	0		0	1	1	0	None	mrhmplgiiw.jpg
4225	1	animals by person ~ x	https://fasoimages-4cde.kxcdn.com/1703/29711w900.jpg?sold=&vts=100&hdots=False&v=201709081455&cv=201709081455error	0	1	0	0	1	0	0		0	0	0	0	None	axpapkaagw.jpg
4226	1	graffiti on a train car	http://l7.alamy.com/zooms/5cb2b9ddfdbd46d4831cf8adeced1945/graffiti-on-a-train-car-s0m1wg.jpg	0	1	0	0	0	0	0		0	0	0	0	None	uwmfgxtifq.jpg
4227	1	green fancy circle in a dark background	https://ak9.picdn.net/shutterstock/videos/12416909/thumb/1.jpg?i10c=img.resize(height:160)	1	0	0	1	0	0	0		0	0	1	0	None	jzcnlhnpip.jpg
4228	1	hard rock artist with an electric guitar	https://media.gettyimages.com/photos/zakk-wylde-with-a-gibson-les-paul-custom-zakk-wild-signature-electric-picture-id150704583?s=612x612	0	1	0	0	0	0	0		0	0	0	0	None	rznhzxhbkx.jpg
4229	1	gown worn in the movie .	https://i.pinimg.com/736x/e9/33/65/e93365b644a4187f5685e05487b25d59--tudor-fashion-elizabethan-fashion.jpg	0	0	0	0	1	0	0		0	0	0	0	None	zaawnsfour.jpg
4230	1	referee calls for medical assistance with soccer player on the ground in pain	http://i.dailymail.co.uk/i/pix/2015/09/15/21/2C5A1ACB00000578-3235831-image-m-56_1442347951710.jpg	0	1	1	0	1	0	0		0	0	0	0	None	zpajqgwlmc.jpg
4231	1	the dogs love a good road trip in automobile make .	https://i.pinimg.com/736x/e2/17/26/e217264f127b75482886bb499bbba544--bahn-subaru.jpg	1	0	0	1	0	0	0		0	1	0	0	None	nsrmycwnij.jpg
4232	1	person walking up the stairs towards office building	https://ak1.picdn.net/shutterstock/videos/31760191/thumb/1.jpg?i10c=img.resize(height:160)	0	0	1	0	0	0	1	person is walking down so can't mark true	0	0	0	0	None	tpmmjoucsf.jpg
4233	1	seniors talk with students about the importance of school category .	http://www.cr.k12.ia.us/assets/1/6/MainFCKEditorDimension/18216670_1344308812329153_2918920414598524331_o.jpg	0	0	1	0	1	0	0		0	0	0	0	None	lcmniznefe.jpg
4234	1	there 's a dragon in my art room : paintings !	https://i.pinimg.com/736x/aa/d8/52/aad85285c177a0106df73047e9d8bbcd--the-mexican-mexican-art.jpg	1	0	0	0	1	0	0		0	1	0	0	None	hecwmqiowp.jpg
4235	1	a night view into filming location	http://l7.alamy.com/zooms/f0e2d380a5f343a69ae32b22aeb5ca71/a-night-view-of-margaret-hunt-bridge-into-dallas-fe2k95.jpg	1	1	0	0	0	0	0		1	1	1	0	None	hwvewzbitm.jpg
4236	1	eye - catching : person donned a sheer dress that was adorned with ornaments and feathered shoulders for awards on monday	http://i.dailymail.co.uk/i/pix/2015/06/02/02/294333B000000578-3106701-image-m-58_1433208843199.jpg	1	1	0	1	1	0	0		1	1	0	0	None	jnozvtxxdc.jpg
4237	1	get a fun picture with your girls before you head out for the night .	https://i.pinimg.com/736x/07/e5/23/07e52339320d7cf80b5108340386af6d--glitter-dress-sequin-dress.jpg	1	1	0	1	1	0	0		1	0	0	0	None	hrhnjcoozi.jpg
4238	1	a young woman walking in sands with her dogs	https://ak6.picdn.net/shutterstock/videos/29271166/thumb/12.jpg?i10c=img.resize(height:160)	0	0	0	0	0	1	0		0	0	0	0	None	ahabkkmfnm.jpg
4239	1	photo of a family going for picnic	https://media.istockphoto.com/photos/photo-of-a-family-going-for-picnic-picture-id509099650?k=6&m=509099650&s=612x612&w=0&h=ecmGYPLeLD_SWBhApGAeYTlK_EFnHvEGEqhBz-0qIC4=	0	1	0	0	0	0	0		0	0	0	0	None	padqrtcvmk.jpg
4240	1	walking in a forest near the lake	https://ak9.picdn.net/shutterstock/videos/11428649/thumb/1.jpg	1	1	1	0	0	0	0		0	1	0	0	None	nqfamdtcvj.jpg
4241	1	actor arrives to the premiere .	https://media.gettyimages.com/photos/actor-jonathan-kite-arrives-to-the-premiere-of-mad-chances-behaving-picture-id452915806?k=6&m=452915806&s=612x612&w=0&h=-3bZ2-RxZ1RJmg3oQQ65Rgv1bLLX6711DERH_eW230M=	1	1	1	0	0	0	0		1	1	0	0	None	ocuxxxzkcq.jpg
4242	1	dry bread on the table	https://ak0.picdn.net/shutterstock/videos/24798920/thumb/8.jpg	0	1	0	0	0	0	0		0	0	0	0	None	unduuartbj.jpg
4244	1	decorative ties add to the unique aesthetic of these clog boots	http://romshoes.com/wp-content/uploads/2017/09/art-1053-memphis-black-amsterdam-500x435.jpg	0	0	0	1	1	0	0		0	0	0	0	None	baeumoydnh.jpg
4245	1	the bride 's wedding ring is displayed in this getting ready close up photo .	https://static1.squarespace.com/static/512f74e8e4b012cdc28b64ef/t/5294ff8ce4b0521990ae10d4/1385496466092/wedding-ring-bride-hand.jpg?format=750w	1	1	0	0	0	0	0		1	0	1	0	None	voxicblizf.jpg
4246	1	staged shot of homeless person begging on the streets	http://l7.alamy.com/zooms/ea38476e344d481db9bdd5a759dcffc9/staged-shot-of-homeless-person-begging-on-the-streets-of-oxford-b84td3.jpg	1	1	1	0	0	0	0		0	1	1	0	None	wnlpumgeuw.jpg
4247	1	small tree on a green background with selective focus .	https://ak7.picdn.net/shutterstock/videos/6009797/thumb/1.jpg?i10c=img.resize(height:160)	1	1	0	0	0	0	0		0	0	1	0	None	oilwapzjou.jpg
4248	1	choose continent as the tourist destination to enjoy your holiday	http://eltakeiteasy.com/wp-content/uploads/2015/05/3300825826_bd1fe3e631_z.jpg	1	0	0	0	1	0	0		0	1	0	0	None	msgooudezz.jpg
4249	1	her favourite tattoo is on her left foot - the name of her favourite rock star	http://i.dailymail.co.uk/i/pix/2014/02/07/article-2553876-1B43B01100000578-443_638x422.jpg	0	1	0	0	1	0	0		0	0	0	0	None	nesvizydwf.jpg
4250	1	a cartoon illustration of an explorer looking sad .	https://thumb1.shutterstock.com/display_pic_with_logo/83138/258751868/stock-vector-a-cartoon-illustration-of-an-explorer-looking-sad-258751868.jpg	0	1	0	0	0	0	0		0	0	0	0	None	qnhpxsmtmk.jpg
4251	1	a skier carves a turn sending snow spraying into the air in the ski resort	http://c8.alamy.com/comp/KCEP2J/a-skier-carves-a-turn-sending-snow-spraying-into-the-air-in-the-french-KCEP2J.jpg	1	1	1	0	0	0	0		0	1	0	0	None	bnvrfqoahd.jpg
4252	1	detail of ropes and rigging on an old sailing ship	http://l7.alamy.com/zooms/7f50b5f16452414ea8a173ef6557c764/detail-of-ropes-and-rigging-on-an-old-sailing-ship-c1yjap.jpg	1	1	0	0	0	0	0		0	1	1	0	None	debkpmfuxr.jpg
4253	1	kebab with sauce and oranges on a plate	http://l7.alamy.com/zooms/e5a4ceedbd034f6799797d086612986e/kebab-with-sauce-and-oranges-on-a-plate-jbjx40.jpg	0	1	0	0	0	0	0		0	0	0	0	None	oxqtvdaqxo.jpg
4254	1	fried eggs on the black pan , simple top view	http://c8.alamy.com/comp/KT18KR/two-fried-eggs-on-the-black-pan-simple-top-view-KT18KR.jpg	1	1	0	0	0	0	0		0	0	1	0	None	arignwyjiv.jpg
4255	1	politician reacts with members in this undated photo released by organisation .	https://fm.cnbc.com/applications/cnbc.com/resources/img/editorial/2017/05/15/104469954-RTX35VOI.600x400.jpg?v=1494847715	0	1	1	0	0	0	0		0	0	0	0	None	bosesxvbfl.jpg
4256	1	small iron gate in a dark solitary alley at night	http://l7.alamy.com/zooms/6f4dd6b872c541c3a45fb6abfcd8045a/small-iron-gate-in-a-dark-solitary-alley-at-night-arngje.jpg	1	1	0	0	0	0	0		1	0	0	0	None	uitwbwgyba.jpg
4257	1	colorful banners and kites during festival	http://l7.alamy.com/zooms/ec53e1ae3e0a49d7be8532076dbc8f18/colorful-banners-and-kites-on-the-united-states-national-mall-during-btayn4.jpg	1	1	0	0	0	0	0		1	1	0	0	None	gujpvyuonn.jpg
4258	1	smiling blonde girl lying on leaves in a forest	https://media.istockphoto.com/photos/smiling-blonde-girl-lying-on-leaves-in-a-forest-picture-id153987126?k=6&m=153987126&s=612x612&w=0&h=KHwSOvKDalVz3_gR6f-NJ-uJEhCD_VWBI_X06cO0L-s=	1	1	1	0	0	0	0		0	1	0	0	None	bpqjmyotyd.jpg
4259	1	the exterior a luxury apartment complex located	https://media.gettyimages.com/photos/the-exterior-of-the-tomson-riviera-a-luxury-apartment-complex-located-picture-id528825930?s=612x612	1	1	0	0	0	0	0		0	1	1	0	None	zsvzliostz.jpg
4260	1	modern van on the road	https://media.gettyimages.com/photos/modern-van-on-the-road-picture-id545244268?s=612x612	1	1	0	1	0	0	0		0	1	0	0	None	fkasbldros.jpg
4261	1	horses abound on the island .	https://thumb1.shutterstock.com/display_pic_with_logo/560413/625023620/stock-photo-icelandic-horses-abound-on-the-island-this-horse-was-coughing-but-it-looks-more-like-a-laugh-625023620.jpg	1	1	0	0	0	0	0		0	1	0	0	None	zqevtbosoa.jpg
4262	1	kitchen - i would put in dark gray countertops instead , but this look is nice for a man 's kitchen	https://i.pinimg.com/736x/3b/2f/d5/3b2fd5aa1c7555493be8cde030c99956--dark-kitchens-modern-kitchens.jpg	1	0	0	1	1	0	0		0	1	0	0	None	mjbewnfcjo.jpg
4263	1	learn more tips on how to pick the right type of smokey makeup for the shape of your eyes .	https://i.pinimg.com/736x/e2/6d/a6/e26da6c34519aec31a5538ebffe3c1c1.jpg	0	0	0	0	1	0	0		0	0	0	0	None	wuqjpztieu.jpg
4264	1	fuzzy white caterpillar with black spots crawls on grass for a drink of fresh water strong breeze , waves .	https://ak6.picdn.net/shutterstock/videos/879496/thumb/1.jpg	0	1	0	0	1	0	0		0	0	0	0	None	qdpuwgekae.jpg
4265	1	football player looks on during the match .	https://media.gettyimages.com/photos/parma-fc-head-coach-pasquale-marino-looks-on-during-the-serie-a-match-picture-id103708472?k=6&m=103708472&s=612x612&w=0&h=mn_dWSmo4TRYuVf8IisvryBFgZ-D-D3SWeW4nXdtOKc=	1	1	1	0	0	0	0		1	1	0	0	None	oyoiiddxlr.jpg
4266	1	fashion conceptual background with vector realistic butterfly .	https://thumb7.shutterstock.com/display_pic_with_logo/885551/639281455/stock-vector-fashion-conceptual-background-with-vector-realistic-butterfly-give-this-world-more-color-639281455.jpg	0	1	0	0	0	0	1	text	0	0	0	0	None	tqavrxzgah.jpg
4267	1	hand drawn illustration of a cityscape .	https://thumb7.shutterstock.com/display_pic_with_logo/524620/184440695/stock-vector-hand-drawn-illustration-of-a-cityscape-vector-background-184440695.jpg	1	1	0	0	0	0	0		0	1	1	0	None	auvdoxxopt.jpg
4268	1	i love this fence and entry gate !	https://i.pinimg.com/736x/59/46/58/59465873ccc6e80daad5127ba3613418--garden-gates-garden-fence-panels.jpg	0	0	0	0	1	0	0		0	0	0	0	None	teaqcfnkju.jpg
4269	1	person slides on his knees in front of the home fans	http://i.dailymail.co.uk/i/pix/2017/03/14/20/3E45DA1D00000578-0-image-m-44_1489522750359.jpg	1	1	1	0	0	0	0		0	1	0	0	None	ufyaokkmeg.jpg
4270	1	aerial view from a drone of a wind farm and wind turbines close to the beach	https://ak3.picdn.net/shutterstock/videos/31892953/thumb/1.jpg	1	1	0	0	0	0	0		0	1	1	0	None	jsedyujwds.jpg
4272	1	dish on display for the holidays	https://imagesvc.timeincapp.com/v3/mm/image?url=http%3A%2F%2Fcdn-image.travelandleisure.com%2Fsites%2Fdefault%2Ffiles%2F1512598403%2Fgingerbread-house-disney-LIFESIZE1217.jpg&w=700&q=85	1	1	0	0	0	0	0		1	0	0	0	None	qdgcxbgsoe.jpg
4273	1	a colorful sunset glows above lake in the high desert	http://c8.alamy.com/comp/KH6BF4/a-colorful-sunset-glows-above-paulina-lake-in-the-high-desert-of-central-KH6BF4.jpg	1	1	0	0	0	0	0		1	1	0	0	None	vrhukkuuun.jpg
4274	1	an additional shipment of drinking water has just arrived at our store .	https://6e58e2e225bb143c019e-e234a4d870c026b5f56b4446f6e62d64.ssl.cf1.rackcdn.com/de482d7f-7fc4-42f3-afbf-34b91d5a2a59.jpg	1	1	0	0	1	0	0		0	1	0	0	None	flxmilwlom.jpg
4275	1	sports team celebrate the win against sports team .	https://media.gettyimages.com/photos/the-tampa-bay-lightning-celebrate-the-win-against-the-st-louis-blues-picture-id861446218	0	1	1	0	0	0	0		0	0	0	0	None	ikdoiftocm.jpg
4277	1	uniforms in comedy film could easily be alternate jerseys .	http://pbs.twimg.com/media/CpDmIulVYAAQ5BV.jpg	1	1	0	0	1	0	0		0	1	0	0	None	jqqnnyphuh.jpg
4278	1	dancer and theatre actor with the cast in vignette	https://www.theoldglobe.org/globalassets/images/2015/in-your-arms/press-photos/in_your_arms23_web.jpg	1	1	0	0	0	0	0		0	0	1	0	None	cvybqiarrr.jpg
4279	1	hot air balloon over a desert	https://media.gettyimages.com/photos/hot-air-balloon-over-a-desert-picture-id94452018?s=612x612	1	1	0	0	0	0	0		0	1	0	0	None	vksoupcfdl.jpg
4280	1	a close - up of the lockers	https://netmobius.freetls.fastly.net/images-stn-osaka/37-Umeda-Lockers17.jpg	1	1	0	0	0	0	0		0	0	1	0	None	otjcdbpdxv.jpg
4281	1	family with little boys on a summer meadow - the parents carry the sons on their shoulders	http://l7.alamy.com/zooms/7a439787fd6b47679a58d3ba5dae6341/family-with-two-little-boys-on-a-summer-meadow-the-parents-carry-the-daek6b.jpg	1	1	1	0	0	0	0		1	1	0	0	None	bsfxhqxmtd.jpg
4282	1	puppy lying with a teddy bear	http://c8.alamy.com/comp/CRDNW0/black-labrador-retriever-puppy-lying-with-a-teddy-bear-CRDNW0.jpg	0	1	1	0	0	0	0		0	0	0	0	None	ztsoqjbfwp.jpg
4283	1	cat , whiskers , kitten : this cat has a better beard than most men	https://dailylolpics.com/wp-content/uploads/2017/10/This-cat-has-a-better-beard-than-most-men-545x530.jpg	0	0	0	0	1	0	0		0	0	0	0	None	wljbhtxhrj.jpg
4285	1	footballer and son , rides a horse for the first time !	https://i.pinimg.com/736x/13/3d/21/133d21e83df90ebca208521bde874b5d--horse-photos-primer.jpg	0	1	1	0	1	0	0		0	0	0	0	None	uzecpkllcn.jpg
4286	1	a pair of giant trees .	https://peripateticbone.files.wordpress.com/2013/07/redwood-2.jpg?w=593&h=845	0	1	0	0	0	0	0		0	0	0	0	None	ijscivhgut.jpg
4287	1	the players celebrate promotion after the match .	https://media.gettyimages.com/photos/the-players-of-hannover-celebrate-promotion-after-the-second-match-picture-id682980764?k=6&m=682980764&s=612x612&w=0&h=HTHc7bbBdZrUC1oERyZCYhe7W_bJVK3ibnOxlSqcD5o=	1	1	1	0	0	0	0		1	1	0	0	None	yocfpeusnm.jpg
4288	1	sign of the horns , heavy metal symbol , cartoon flat style vector illustration .	https://us.123rf.com/450wm/campincool/campincool1502/campincool150200105/36852999-sign-of-the-horns-heavy-metal-symbol-cartoon-flat-style-vector-illustration.jpg?ver=6	0	1	0	0	0	0	0		0	0	0	0	None	aojsqemnqi.jpg
4290	1	digital art selected for the #	https://i.pinimg.com/736x/28/39/bc/2839bc33eed08abd7a7e8d4c0a60d0b3--retro-posters-glee-cast.jpg	0	1	0	0	0	0	1	text	0	0	0	0	None	cfgpsxqhga.jpg
4291	1	the team celebrate after the match .	https://media.gettyimages.com/photos/the-czech-republic-team-celebrate-after-the-uefa-european-under21-c-picture-id699389460	1	1	1	0	0	0	0		1	1	0	0	None	cklwdxazuk.jpg
4292	1	fashion business : we respect how all people live	https://www.fashiongonerogue.com/wp-content/uploads/2015/03/dolce-gabbana-interview-cnn.jpg	0	0	0	0	1	0	0		0	0	0	0	None	poieeemuoe.jpg
4293	1	person and groom walking from the arbor	https://redacrebarn.com/images/photography/58.jpg	0	1	1	0	0	0	0		0	0	0	0	None	aylwpismph.jpg
4294	1	this is what the winters look like	http://villabigbear.com/images/featured-bulgaria-09-winter-shipka.jpg	1	0	0	0	1	0	0		1	0	0	0	None	blkaifcfka.jpg
4295	1	renovated apartment in a city , km away from the sea	http://www.maris.hr/site_media/media/realestate/Stalica_Kringa_Stone_houseimmobilien_in_croatia1-4.jpg.800x500_q92_crop_upscale.jpg	1	0	0	0	1	0	0		0	1	0	0	None	qvgaefgvrc.jpg
4296	1	the many styles of actor , past and present .	https://i.pinimg.com/736x/1b/b3/6b/1bb36b6fb82c3c3b4170f251561012c2--natalie-portman-style-chateau-marmont.jpg	0	0	0	0	1	0	0		0	0	0	0	None	hmazppuubh.jpg
4297	1	australian rules footballer marks the ball during a training session	https://media.gettyimages.com/photos/sebastian-ross-marks-the-ball-during-a-st-kilda-saints-afl-training-picture-id187298138?s=612x612	1	1	1	0	0	0	0		1	1	0	0	None	yllhtqbogx.jpg
4298	1	poster advertising a literary festival centering on film .	https://i2.wp.com/leipglo.com/wp-content/uploads/2017/10/Martin-Luther-poster.jpg?resize=768%2C576	0	1	0	0	0	0	1	text	0	0	0	0	None	wrqtrjzile.jpg
4299	1	a screenshot from a streaming live view .	https://www.windpowerengineering.com/wp-content/uploads/2016/09/medicinebow.jpg	1	0	0	0	0	0	0		0	0	1	0	None	ruwjafixhx.jpg
4300	1	actor arrives at the premiere	https://media.gettyimages.com/photos/justin-prentice-arrives-at-the-premiere-of-netflixs-13-reasons-why-at-picture-id661843914?s=612x612	1	1	1	0	0	0	0		1	1	0	0	None	yjwjpodexh.jpg
4301	1	photogenic fans of the - day	https://i.pinimg.com/736x/b3/8f/04/b38f04ee161e0df73518afeeedd744e0--soccer-girls-soccer-fans.jpg	1	1	0	1	0	0	0		1	0	0	0	None	roiprkvegw.jpg
4302	1	red wine was flowing at the event .	https://s3.amazonaws.com/frolichi-largefs/frolichi/wp-content/uploads/2015/09/wine3.jpg	1	1	1	1	0	0	0		1	1	0	0	None	uxiebmyntx.jpg
4303	1	a cartoon illustration of an alien in an ufo smiling	http://l7.alamy.com/zooms/3bbd4c539dbe44bc95dda69edd89c1b6/a-cartoon-illustration-of-an-alien-in-a-ufo-smiling-j2w3tx.jpg	0	1	0	0	0	0	0		0	0	0	0	None	dhbrmvbcdu.jpg
4304	1	a green vintage mini driving along a road	http://l7.alamy.com/zooms/3bf29316eed7432fb5f57e7fbb697826/a-green-vintage-austin-mini-driving-along-a-road-g171h8.jpg	0	1	1	0	0	0	0		0	0	0	0	None	uhkuqdkvyl.jpg
4305	1	coral reef outside the island	https://ak2.picdn.net/shutterstock/videos/377092/thumb/1.jpg	1	1	0	0	0	0	0		0	1	0	0	None	depoxzkcql.jpg
4306	1	huge bales of freshly cut hay on farmland await collection and storage	http://l7.alamy.com/zooms/38bad2cbf96d4873b52f4f62502f4812/huge-bales-of-freshly-cut-hay-on-farmland-in-the-isle-of-man-await-hx70tw.jpg	1	1	0	0	1	0	0		0	1	0	0	None	fcfzujpzfz.jpg
4307	1	the crowd watches people play .	http://cdn.cnn.com/cnnnext/dam/assets/130602113358-03-french-open-0602-horizontal-large-gallery.jpg	0	1	1	0	0	0	0		0	0	0	0	None	cygymhnhrd.jpg
4308	1	tv producer attends the european premiere .	https://media.gettyimages.com/photos/producer-lorenzo-di-bonaventura-attends-the-european-premiere-of-at-picture-id610524712	1	1	1	0	0	0	0		1	1	0	0	None	ltjogqdixp.jpg
4309	1	snowy rural winter landscape with the mountain called mountain on the horizon behind clouds in color	http://l7.alamy.com/zooms/8507de4dfe314033b595a22fdcecc20e/snowy-rural-winter-landscape-in-austria-with-the-mountain-called-schneeberg-jga1wm.jpg	1	1	0	0	0	0	0		1	1	0	0	None	rpjrbsrsex.jpg
4310	1	a young boy looking through a telescope	http://l7.alamy.com/zooms/c9e58b8b267a4f66b5435bbbcebf25eb/a-young-boy-on-cromer-pier-looking-through-a-telescope-s1d5b3.jpg	0	1	1	0	0	0	0		0	0	0	0	None	rudrbjqhfs.jpg
4311	1	a cute cat stands over a lizard shaped painting on a rock on a hill overlooking a city as the sun sets	http://l7.alamy.com/zooms/245c1c83cdab4caabc5ff8b796a06c69/a-cute-cat-stands-over-a-lizard-shaped-painting-on-a-rock-on-a-hill-h3fxce.jpg	1	1	1	1	0	0	0		0	1	0	0	None	zdnkklcase.jpg
4312	1	windmill filmed from a passing canal boat	https://ak5.picdn.net/shutterstock/videos/12616445/thumb/1.jpg?i10c=img.resize(height:160)	1	1	0	0	0	0	0		0	1	1	0	None	toycaauzvw.jpg
4313	1	# catches a touchdown pass against sports team during the first half of a game .	https://media.gettyimages.com/photos/robby-anderson-of-the-new-york-jets-catches-a-touchdown-pass-against-picture-id853083312?k=6&m=853083312&s=612x612&w=0&h=LsVcIjkP1UTnJlXyYV0Y3qKVUYmwJJx7ErfZ5bWATZQ=	1	1	1	0	0	0	0		1	1	0	0	None	ccsskzwznz.jpg
4314	1	golfer competes during day held	https://media.gettyimages.com/photos/michelle-wie-competes-during-day-one-of-the-curtis-cup-held-at-the-picture-id121404204?s=612x612	1	1	1	0	0	0	0		1	0	0	0	None	pxqvcsokez.jpg
4315	1	film format rotates slowly to see the sun beaming through the high green leaves of the trees above , shot on red epic	https://ak0.picdn.net/shutterstock/videos/10436840/thumb/1.jpg	1	1	0	0	1	0	0		0	0	1	0	None	wzpsvindal.jpg
4316	1	an illustration of a bear in a vest , by person in collaboration with person	https://i.pinimg.com/736x/da/ba/88/daba88057581fe6b70ad68c1295be083--vests-martin-omalley.jpg	0	1	0	0	1	0	0		0	0	0	0	None	wadwsuyqbp.jpg
4317	1	huts and lake under the snow in early march	http://l7.alamy.com/zooms/49ff5d3fae61494ebb9730907df2c70c/norway-vest-agder-county-sirdal-huts-and-lake-under-the-snow-in-early-cn57hn.jpg	1	1	0	0	0	0	0		1	0	0	0	None	ratxpevzev.jpg
4318	1	pop artist sings and shares	https://s-media-cache-ak0.pinimg.com/originals/2c/db/7d/2cdb7dc044748bf949b5ab9cc2a840e6.jpg	0	1	1	0	0	0	0		0	0	0	0	None	piennonyuy.jpg
4319	1	pop rock artist attends the world premiere held	http://l7.alamy.com/zooms/a7aa7e371bef49459788a1a90a63b979/10082006-buena-park-misako-uno-attends-the-world-premiere-of-the-grudge-h53hrc.jpg	1	1	1	0	0	0	0		1	1	0	0	None	vrqslyrtqb.jpg
